mean_r2,weights_plot,factor_correlation_plot,variance_explained_plot,best_n_clusters_by_silhouette_spatial,classification_accuracy,classification_auc_macro,classification_auc_weighted,clustering_csv,classification_report_csv,join_counts_csv,used_obs_keys,used_label_key_for_classification
0.7134574821268975,/g/stegle/aalsayah/repos/liana-py/docs/source/unfinished_temp_notebooks/MOFA_Flex/plots/weights_distribution.png,,,2,0.34005681818181815,0.7457231267688788,0.7375270248948635,/g/stegle/aalsayah/repos/liana-py/docs/source/unfinished_temp_notebooks/MOFA_Flex/clustering/clustering_metrics_sweep.csv,/g/stegle/aalsayah/repos/liana-py/docs/source/unfinished_temp_notebooks/MOFA_Flex/classification/classification_report.csv,/g/stegle/aalsayah/repos/liana-py/docs/source/unfinished_temp_notebooks/MOFA_Flex/join_counts/join_counts.csv,"major_brain_region,cell_type",major_brain_region
